PRODUCT SYMBOL,CONTRACT MONTH,CONTRACT YEAR,CONTRACT DAY,CONTRACT,PRODUCT DESCRIPTION,OPEN,HIGH,HIGH AB INDICATOR,LOW,LOW AB INDICATOR,LAST,LAST AB INDICATOR,SETTLE,PT CHG,EST. VOL,PRIOR SETTLE,PRIOR VOL,PRIOR INT,TRADEDATE
SI,03,2017,,SIH17,Silver Futures,16.150,16.240,,15.950,,15.975,,15.979,-.138,43897,16.117,58270,130585,12/21/2016
SI,05,2017,,SIK17,Silver Futures,16.065,16.280,,16.005,A,16.030,,16.032,-.137,1238,16.169,1574,14821,12/21/2016
SI,07,2017,,SIN17,Silver Futures,16.105,16.315,,16.085,A,16.085,A,16.082,-.137,382,16.219,767,5746,12/21/2016
SI,09,2017,,SIU17,Silver Futures,16.195,16.200,,16.135,A,16.135,A,16.131,-.138,59,16.269,230,1237,12/21/2016
SI,12,2017,,SIZ17,Silver Futures,16.375,16.430,,16.215,A,16.230,,16.210,-.139,126,16.349,101,5185,12/21/2016
SI,01,2018,,SIF18,Silver Futures,,,,,,,,16.244,-.139,0,16.383,,13,12/21/2016
SI,03,2018,,SIH18,Silver Futures,,,,16.325,A,16.325,A,16.298,-.139,0,16.437,,14,12/21/2016
SI,05,2018,,SIK18,Silver Futures,,,,,,,,16.341,-.139,0,16.480,,5,12/21/2016
SI,07,2018,,SIN18,Silver Futures,,,,,,,,16.384,-.139,0,16.523,,40,12/21/2016
SI,09,2018,,SIU18,Silver Futures,,,,,,,,16.439,-.139,0,16.578,,1,12/21/2016
SI,12,2018,,SIZ18,Silver Futures,,,,16.525,A,16.525,A,16.495,-.139,0,16.634,4,591,12/21/2016
SI,07,2019,,SIN19,Silver Futures,,,,,,,,16.658,-.139,0,16.797,,,12/21/2016
SI,12,2019,,SIZ19,Silver Futures,,,,,,,,16.814,-.139,0,16.953,,78,12/21/2016
SI,07,2020,,SIN20,Silver Futures,,,,,,,,17.021,-.139,0,17.160,,1,12/21/2016
SI,12,2020,,SIZ20,Silver Futures,,,,,,,,17.210,-.139,0,17.349,,25,12/21/2016
SI,07,2021,,SIN21,Silver Futures,,,,,,,,17.383,-.139,0,17.522,,,12/21/2016
SIL,12,2016,,SILZ16,1s000 Oz. Silver Futures,,,,,,,,15.918,-.136,0,16.054,,212,12/21/2016
SIL,01,2017,,SILF17,1s000 Oz. Silver Futures,16.020,16.120,,15.950,,15.950,,15.935,-.139,6,16.074,28,65,12/21/2016
SIL,02,2017,,SILG17,1s000 Oz. Silver Futures,,,,,,,,15.957,-.139,0,16.096,,8,12/21/2016
SIL,03,2017,,SILH17,1s000 Oz. Silver Futures,16.170,16.250,,15.950,,15.980,,15.979,-.138,149,16.117,410,595,12/21/2016
SIL,05,2017,,SILK17,1s000 Oz. Silver Futures,,,,,,,,16.032,-.137,5,16.169,6,48,12/21/2016
SIL,07,2017,,SILN17,1s000 Oz. Silver Futures,16.240,16.250,,16.240,,16.250,,16.082,-.137,6,16.219,1,23,12/21/2016
SIL,09,2017,,SILU17,1s000 Oz. Silver Futures,,,,,,,,16.131,-.138,0,16.269,,5,12/21/2016
SIT,03,2017,,SITH17,Silver Tas Futures,.000,.000,,-.001,,-.001,,.000,UNCH,192,.000,,,12/21/2016
ZNC,12,2016,,ZNCZ16,Zinc Futures,,,,,,,,2611.5,-20.5,0,2632.0,,,12/21/2016
ZNC,01,2017,,ZNCF17,Zinc Futures,,2639.5,B,2600.0,A,2617.5,B,2616.5,-20.5,0,2637.0,,3,12/21/2016
ZNC,02,2017,,ZNCG17,Zinc Futures,,,,,,,,2621.5,-20.5,0,2642.0,,,12/21/2016
ZNC,03,2017,,ZNCH17,Zinc Futures,,,,,,,,2626.5,-20.5,0,2647.0,,,12/21/2016
ZNC,04,2017,,ZNCJ17,Zinc Futures,,,,,,,,2628.5,-20.5,0,2649.0,,,12/21/2016
ZNC,05,2017,,ZNCK17,Zinc Futures,,,,,,,,2630.5,-20.5,0,2651.0,,,12/21/2016
ZNC,06,2017,,ZNCM17,Zinc Futures,,,,,,,,2630.5,-20.5,0,2651.0,,,12/21/2016
ZNC,07,2017,,ZNCN17,Zinc Futures,,,,,,,,2632.5,-20.5,0,2653.0,,,12/21/2016
ZNC,08,2017,,ZNCQ17,Zinc Futures,,,,,,,,2634.5,-20.5,0,2655.0,,,12/21/2016
ZNC,09,2017,,ZNCU17,Zinc Futures,,,,,,,,2636.5,-20.5,0,2657.0,,,12/21/2016
ZNC,10,2017,,ZNCV17,Zinc Futures,,,,,,,,2638.5,-20.5,0,2659.0,,,12/21/2016
ZNC,11,2017,,ZNCX17,Zinc Futures,,,,,,,,2640.5,-20.5,0,2661.0,,,12/21/2016
